36.31,275.43,0.03
MEDITATION BUTCHER,0.00025498425,8,0.002027707753479125
DENIM DREAMCATCHER,0.0002545266,10,0.002530085487077535
MAN BUN DREAMCATCHER,0.00025404297,9,0.00227275022862823
CORNHOLE TYPEWRITER KINFOLK,0.0002536568,10,0.0025214393638170974
MESSENGER BAG QUINOA,0.00025351526,8,0.0020160259244532803
FOOD TRUCK BIODIESEL SALVIA,0.00025275428,10,0.002512467992047714
MESSENGER BAG MEGGINGS COLORING BOOK QUINOA,0.0002524136,9,0.0022581733598409544
QUINOA,0.0002509768,79,0.019708913717693833
SALVIA,0.00025084263,91,0.02269053611332008
ART PARTY MIXTAPE BLOG FANNY PACK ETSY HELVETICA,0.00025081472,10,0.0024931880715705766
TAXIDERMY RACLETTE CLICHE FREEGAN,0.000250537,10,0.0024904274353876737
PABST,0.00025036975,125,0.031109561381709745
WOLF MOON BRUNCH PABST,0.00025013796,10,0.00248646083499006
OFFAL VEXILLOLOGIST GASTROPUB BANH MI KINFOLK,0.00025002746,8,0.0019882899403578526
PORK BELLY BEARD NEUTRA HASHTAG,0.00024978086,10,0.002482911133200795
KOGI PABST,0.0002493867,10,0.0024789930417495032
MEDITATION ENNUI,0.0002491776,8,0.0019815316103379724
COLORING BOOK SQUID LA CROIX YUCCIE,0.00024903688,8,0.001980412564612326
NORMCORE PORK BELLY VENMO,0.00024874628,10,0.0024726270377733598
HASHTAG,0.0002484769,128,0.03161535109343936
ARTISAN YUCCIE,0.00024821903,8,0.0019739087872763417
YUCCIE,0.00024806318,106,0.02613786986083499
COLORING BOOK JEAN SHORTS PABST,0.00024730997,10,0.002458349602385686
ADAPTOGEN VENMO,0.0002470176,9,0.002209899005964215
CELIAC POST-IRONIC,0.0002466462,8,0.0019614011928429423
LISTICLE VENMO,0.00024516502,8,0.0019496224254473163
BANJO MIGAS,0.00024442718,10,0.0024296936381709737
BLOG PORTLAND CHILLWAVE DREAMCATCHER LOMO PABST,0.00024437477,8,0.0019433381312127238
COFFEE FREEGAN,0.00024421487,10,0.0024275832007952286
PALEO,0.00024353557,165,0.03994370680914513
SUBWAY TILE KEYTAR FREEGAN,0.00024306656,10,0.002416168588469185
ARTISAN FREEGAN,0.00024242942,10,0.0024098351888667993
FREEGAN,0.000240141,124,0.029599884691848904
FAM FREEGAN,0.00023906505,15,0.003564588220675944
TOTE BAG PRISM GLUTEN,0.00023822908,8,0.0018944658449304174
ENAMEL PIN PRISM KNAUSGAARD FIXIE GLUTEN,0.0002375946,8,0.0018894202783300198
STREET ART VAPORWARE,0.00023715671,17,0.004007618359840954
SKATEBOARD MIGAS,0.00023518545,8,0.0018702620278330019
TILDE AFFOGATO MIGAS,0.00023513233,8,0.001869839602385686
MIGAS,0.00023456737,13,0.0030311886779324053
FOOD TRUCK MIGAS,0.00023435112,8,0.0018636271968190856
SEITAN THUNDERCATS,0.0002338449,10,0.0023245019880715704
BOTTLE PALEO,0.00023307279,9,0.002085144244532803
WAISTCOAT THUNDERCATS,0.00023278633,10,0.0023139794234592445
CLOUD BREAD PALEO,0.0002317603,8,0.0018430242544731613
TRADE THUNDERCATS,0.00023136185,8,0.001839855666003976
GENTRIFY LEGGINGS PITCHFORK MEDITATION THUNDERCATS,0.00023080017,8,0.0018353890258449303
VAPORWARE,0.00023058927,126,0.028880962246520876
TRADE POP-UP,0.00022999606,10,0.0022862431411530817
CARRY,0.00022988596,117,0.026736239880715707
BULB SELFIES VAPORWARE,0.00022983503,8,0.0018277139562624255
MAN BUN THUNDERCATS,0.00022944513,8,0.0018246133598409542
DOLLAR TOAST CELIAC,0.00022791531,10,0.0022655597415506957
HEXAGON POP-UP,0.00022560745,10,0.002242618787276342
CHICKEN RACLETTE,0.00022557426,10,0.002242288866799205
LO-FI CELIAC,0.00022461862,10,0.002232789463220676
TRADE FLEXITARIAN,0.0002246141,10,0.0022327445328031814
POP-UP,0.00022434803,149,0.03322848555666004
BEARD FANNY PACK FOOD TRUCK LO-FI POP-UP,0.00022433471,10,0.002229967296222664
TRUFFAUT,0.00022381426,137,0.030479675566600396
TAIYAKI MICRODOSING FLEXITARIAN,0.00022378132,9,0.0020020197614314117
JUICE FOOD TRUCK FLEXITARIAN,0.00022350103,8,0.001777344174950298
STUMPTOWN,0.00022284384,100,0.02215147514910537
AIR PLANT MICRODOSING TRUFFAUT,0.00022281274,8,0.0017718706958250497
CLICHE POP-UP,0.00022273656,8,0.0017712648906560637
DENIM ETSY,0.00022232755,10,0.002210015407554672
FANNY PACK FLEXITARIAN,0.00022214926,16,0.0035331890258449303
SHAMAN POP-UP,0.00022213711,8,0.0017664978926441352
STREET ART PUG ENNUI GENTRIFY,0.00022177659,9,0.001984084801192843
VICE GENTRIFY,0.00022137286,8,0.0017604203578528827
BATCH ETSY,0.00022052153,10,0.0021920629224652086
PINTEREST ETSY,0.00022047399,10,0.002191590357852883
FORAGE GENTRIFY,0.00022037156,8,0.0017524577335984095
MARFA,0.00021647253,109,0.023454777107355863
RETRO,0.00021549083,148,0.03170242827037773
STREET ART SEMIOTICS UNICORN ART PARTY BEARD GASTROPUB UMAMI DISTILLERY,0.00021417145,8,0.0017031526838966202
POST-IRONIC,0.0002113042,195,0.04095856759443341
HEXAGON ENNUI TOTE BAG BIODIESEL BANH MI DISTILLERY KITSCH,0.00020852465,10,0.0020728096421471173
FOOD TRUCK KITSCH,0.00020814364,10,0.0020690222664015902
POK POK,0.00020751491,165,0.034035745675944334
ADAPTOGEN KITSCH,0.00020638281,8,0.0016412151888667993
FASHION AXE HEALTH GOTH CRED,0.00020515712,10,0.002039335188866799
HEXAGON CRED,0.00020255768,8,0.0016107966600397614
UGH,0.00019821008,201,0.039602610417495035
MEGGINGS YR,0.00019579072,8,0.001556983856858847
TOTE BAG POST,0.00019400347,8,0.0015427711332007953
KEFFIYEH POST-IRONIC,0.00019377652,8,0.001540966361829026
STREET ART FOOD TRUCK OFFAL SEMIOTICS,0.00019267348,8,0.0015321946719681911
VAPE FOOD TRUCK MLKSHK KINFOLK,0.00019143226,8,0.0015223241351888669
SEMIOTICS YOLO,0.00018939779,9,0.001694413628230616
COPPER MUG LOMO,0.00018875985,10,0.0018763404572564612
SCHLITZ KICKSTARTER,0.00018726208,8,0.0014891616699801193
JEAN,0.00018562467,22,0.004059386421471173
BUSHWICK LA CROIX,0.00018555309,10,0.0018444641153081514
SCHLITZ LA CROIX,0.00018539875,10,0.0018429299204771369
MUMBLECORE NORMCORE,0.00018474799,10,0.0018364611332007954
SELVAGE MIXTAPE KEFFIYEH,0.00018368349,8,0.0014607036978131211
SUSTAINABLE LA CROIX,0.00018338002,8,0.0014582904174950298
PBR&B CHURCH,0.00018215459,10,0.001810681809145129
KALE,0.0001803723,7,0.0012550756461232604
LYFT VEXILLOLOGIST,0.00017708482,7,0.001232200536779324
READYMADE,0.00017434299,154,0.02668868833001988
CHICKEN MEDITATION CHURCH-KEY,0.00017264331,10,0.0017161362823061629
CORNHOLE TAXIDERMY CLOUD BREAD POUTINE READYMADE,0.00017233953,8,0.0013704932803180914
FASHION AXE KOMBUCHA PINTEREST PITCHFORK AESTHETIC,0.00017071633,10,0.001696981411530815
AESTHETIC,0.0001694748,106,0.01785718568588469
GLOSSIER,0.0001692619,37,0.006225338270377734
AUSTIN,0.00016819972,146,0.024410694950298215
MOON,0.0001674829,142,0.023640727435387674
FRANZEN HELVETICA,0.00016617418,9,0.0014866477335984097
PALEO MLKSHK,0.00016564722,8,0.001317274115308151
UMAMI BUSHWICK,0.00016293419,9,0.0014576617395626243
FORAGE SNACKWAVE,0.0001623598,8,0.0012911316103379723
ARTISAN KICKSTARTER,0.00016212379,7,0.0011280979423459244
YR,0.00015833869,20,0.00314788648111332
ENAMEL,0.00015709054,121,0.018894587813121273
BULB TOFU,0.00015575273,9,0.0013934140854870776
MEH GOCHUJANG,0.0001551077,14,0.0021585564612326045
LOMO TOFU,0.00015464125,8,0.0012297514910536778
IPHONE HUMBLEBRAG,0.00015382355,8,0.0012232489065606362
FLEXITARIAN,0.00015359059,25,0.003816863568588469
BROOKLYN YR,0.00015005107,8,0.0011932490656063617
COPPER MUG ART PARTY,0.00014642728,8,0.0011644316500994036
CRUCIFIX STREET ART,0.00014478144,8,0.0011513434592445328
VEXILLOLOGIST CHICHARRONES,0.00014260484,8,0.0011340345129224653
CHICHARRONES VICE CHAMBRAY PINTEREST CLOUD BREAD,0.00014253893,8,0.0011335103777335984
SELVAGE MEH,0.00013849731,18,0.0024780830815109346
MEH,0.00013804577,187,0.025660595417495033
FIXIE HAMMOCK,0.00013782457,8,0.0010960204373757455
POKE FANNY PACK GASTROPUB CHILLWAVE BLOG NEUTRA,0.00013716416,8,0.0010907686679920477
KOGI SHAMAN,0.00013707447,8,0.0010900554274353876
YR SUCCULENTS,0.00013439314,8,0.0010687327236580516
PHOTO BOOTH CLOUD BREAD,0.00013228417,14,0.001840932783300199
CELIAC,0.00013117529,23,0.002999037445328032
THUNDERCATS MARFA,0.00012940618,10,0.0012863437375745526
ETSY,0.00012906549,15,0.0019244357355864812
VEXILLOLOGIST STUMPTOWN,0.00012894988,10,0.0012818079522862822
CHARTREUSE STUMPTOWN,0.00012803299,8,0.0010181549900596422
UNICORN STUMPTOWN,0.00012748894,8,0.0010138285487077533
VEXILLOLOGIST IRONY,0.00012726008,16,0.0020240171769383697
PINTEREST KEYTAR,0.00012634725,8,0.0010047495029821072
VINYL HEALTH GOTH YUCCIE COLORING BOOK,0.00012421778,8,0.000987815347912525
WAISTCOAT FAM PHOTO BOOTH,0.00012268272,8,0.000975608111332008
COFFEE FINGERSTACHE DISTILLERY CRONUT PORK BELLY,0.0001177621,8,0.0009364779324055665
FANNY PACK RETRO PORK BELLY,0.00011768461,8,0.0009358617097415506
SRIRACHA SARTORIAL,0.00011712331,10,0.0011642476143141154
PICKLED,0.00011581679,140,0.01611764473161034
DREAMCATCHER OFFAL,0.00011536723,8,0.0009174332405566599
FOOD TRUCK AFFOGATO SUBWAY TILE AF.,0.000114317125,9,0.0010227178180914512
SCENESTER RACLETTE,0.000113164475,8,0.0008999163021868788
FARM-TO-TABLE,0.00011295926,158,0.01774111638170974
CHICKEN SRIRACHA,0.00011211424,8,0.0008915645328031809
PHOTO BOOTH CLOUD BREAD INTELLIGENTSIA,0.00011203878,7,0.0007795938966202783
HEALTH GOTH MUMBLECORE,0.00011162294,8,0.0008876575745526839
MUSTACHE VAPE,0.00011117646,8,0.0008841070377733598
YUCCIE MUMBLECORE BLOG,0.000111139576,7,0.0007733370099403578
POLAROID MUSTACHE,0.00010953011,8,0.000871014791252485
HEIRLOOM KOMBUCHA MICRODOSING,0.00010937343,8,0.0008697688270377734
CHIA VEGAN,0.00010934194,8,0.0008695184095427435
TAXIDERMY HEALTH,0.000107549444,15,0.001603619940357853
KINFOLK LUMBERSEXUAL,0.000106594714,8,0.0008476716819085487
SQUID LUMBERSEXUAL,0.00010651966,8,0.0008470748310139165
AFFOGATO FLANNEL,0.000105267834,8,0.0008371199522862823
BANH,0.00010445462,151,0.01567857616302187
CHIA BUSHWICK,0.00010398348,8,0.0008269064015904573
PORK BELLY POKE,0.00010393323,16,0.0016530135984095427
STREET ART FAM HOODIE ECHO PARK,0.0001037169,8,0.0008247864811133201
MESSENGER BAG CARDIGAN,0.000103472055,8,0.0008228394035785288
HEIRLOOM,0.00010291374,170,0.01739098986083499
MAN BRAID TOFU ADAPTOGEN,0.000101237434,8,0.0008050690576540755
GOTH ROOF PARTY SHAMAN,0.00010122273,7,0.0007043331113320079
FINGERSTACHE TACOS,0.000101205784,8,0.0008048173677932405
FOOD TRUCK AIR PLANT HAMMOCK,9.949092e-05,6,0.0005933852087475148
ROOF PARTY NARWHAL SRIRACHA MASTER CLEANSE,9.921143e-05,8,0.0007889576938369781
BRUNCH ENAMEL PIN,9.918558e-05,8,0.0007887521272365806
TRADE PITCHFORK FIXIE,9.889956e-05,8,0.0007864776143141153
VHS KALE CHIPS HUMBLEBRAG,9.866187e-05,8,0.0007845874353876739
SWAG MASTER CLEANSE PINTEREST SEMIOTICS,9.861423e-05,7,0.0006861825149105369
PHOTO BOOTH SHAMAN LOMO,9.778303e-05,8,0.000777598648111332
NARWHAL.,9.771174e-05,23,0.0022339662226640157
POK,9.7591066e-05,17,0.0016491532027833001
LOREM IPSUM DOLOR,9.7361815e-05,8,0.0007742490258449304
TAXIDERMY UMAMI POLAROID DREAMCATCHER,9.592966e-05,8,0.0007628601192842942
FRANZEN YR,9.5908414e-05,8,0.0007626911650099404
CLOUD BREAD BANJO MESSENGER BAG QUINOA,9.490881e-05,8,0.0007547420278330019
GODARD TAIYAKI,9.147753e-05,8,0.0007274555069582505
LYFT SNACKWAVE,8.164988e-05,8,0.0006493032206759444
FLANNEL KOMBUCHA,7.3451934e-05,8,0.0005841108071570575
TAXIDERMY HEALTH GOTH ROOF PARTY SHAMAN,6.76959e-05,6,0.0004037528827037774
KNAUSGAARD VAPE,6.591411e-05,8,0.0005241678727634194
SWAG MUMBLECORE AIR PLANT,6.571465e-05,8,0.0005225817097415508
ADAPTOGEN MEH GOCHUJANG,5.8455564e-05,7,0.0004067484572564612
HEIRLOOM TRUFFAUT,4.7793124e-05,8,0.0003800646043737575
ENAMEL PIN SALVIA,4.690665e-05,8,0.0003730151093439364
SQUID READYMADE,4.3839013e-05,8,0.00034862038170974157
